-BEGIN HEADER-,,,,,,,,,,,,,,,,
2021,11,13,14,271.09,524.77,178.98,155.72,17.78,0.43,2.17,26.89,91.64,1.75,158.25,1.98,158.2
2021,11,13,15,154.48,314.48,109.52,111.47,9.81,0.16,0.77,26.42,91.63,1.43,153.43,1.63,153.56
2021,11,13,16,59.82,114.45,47.27,65.47,3.41,0.02,0.1,25.69,91.66,0.95,133.67,1.25,133.23
2021,11,13,17,0,0,0,0,0,0,0,24.36,91.71,0.84,93.21,1.27,90.7
2021,11,13,18,0,0,0,0,0,0,0,23.19,91.76,1.21,65.25,2.01,64.93
2021,11,13,19,0,0,0,0,0,0,0,22.18,91.84,1.62,56,2.86,56.35
2021,11,13,20,0,0,0,0,0,0,0,21.54,91.9,1.89,59.08,3.65,59.1
2021,11,13,21,0,0,0,0,0,0,0,21.14,91.91,1.9,69.25,3.87,69.08
2021,11,13,22,0,0,0,0,0,0,0,20.83,91.89,1.81,84.56,3.85,84.76
2021,11,13,23,0,0,0,0,0,0,0,20.59,91.85,1.78,99.83,3.88,99.86
2021,11,14,0,0,0,0,0,0,0,0,20.42,91.8,1.76,114.4,3.83,114.58
2021,11,14,1,0,0,0,0,0,0,0,20.23,91.74,1.67,128.16,3.66,127.97
2021,11,14,2,0,0,0,0,0,0,0,20.01,91.69,1.58,136.2,3.41,136.11
2021,11,14,3,0,0,0,0,0,0,0,19.81,91.67,1.52,141.89,3.2,141.45
2021,11,14,4,0,0,0,0,0,0,0,19.64,91.7,1.51,145.74,3.08,145.22
2021,11,14,5,0,0,0,0,0,0,0,19.43,91.76,1.54,147.84,3.04,147.29
2021,11,14,6,44.38,86,41.93,16.36,2.67,0.02,0.05,19.9,91.84,1.64,149.65,2.88,148.85
2021,11,14,7,171.32,301.48,138.95,87.03,10.43,0.16,0.75,21.14,91.91,1.9,154.17,2.23,154.51
2021,11,14,8,314.42,518.98,249.75,114.41,19.96,0.47,2.38,22.59,91.98,1.6,163.86,1.86,163.16
2021,11,14,9,382.16,696.95,271.88,154.21,25.41,0.75,4.02,24.03,91.99,1.41,165.19,1.64,163.64
2021,11,14,10,373.68,811.55,245.51,157.99,25.25,0.84,4.4,25.26,91.93,1.11,159.78,1.31,158.96
2021,11,14,11,377.05,838.15,277.91,117.03,26.27,0.91,4.55,26.15,91.85,0.87,152.05,1.03,153.05
2021,11,14,12,358.14,795.75,258.4,121.59,24.55,0.83,4.25,27.03,91.74,0.72,135.44,0.87,139.73
2021,11,14,13,386.09,682.45,267.75,161.55,24.86,0.74,4,27.41,91.66,0.73,112.15,0.82,119
2021,11,14,14,302.99,515.77,238.39,109.5,19.26,0.47,2.4,26.85,91.62,0.87,92.58,0.98,97.35
2021,11,14,15,161,307.83,135.73,62.83,10.01,0.16,0.75,25.98,91.63,1.19,80.91,1.41,82.99
2021,11,14,16,53.89,107.45,47.38,34.16,3.16,0.02,0.1,24.94,91.68,1.38,81.87,1.95,82.87
2021,11,14,17,0,0,0,0,0,0,0,23.51,91.72,1.45,81.61,2.72,80.92
2021,11,14,18,0,0,0,0,0,0,0,22.69,91.78,1.69,80.41,3.75,80.64
2021,11,14,19,0,0,0,0,0,0,0,22.27,91.83,2.28,83.51,4.82,83.49
2021,11,14,20,0,0,0,0,0,0,0,21.94,91.87,3.17,88.02,5.57,87.83
2021,11,14,21,0,0,0,0,0,0,0,21.62,91.87,3.62,93.58,5.83,93.53
2021,11,14,22,0,0,0,0,0,0,0,21.33,91.86,3.55,101.31,5.77,101.33
2021,11,14,23,0,0,0,0,0,0,0,21.08,91.87,3.14,109.02,5.47,109.19
2021,11,15,0,0,0,0,0,0,0,0,20.91,91.85,2.93,113.22,5.26,113.48
2021,11,15,1,0,0,0,0,0,0,0,20.55,91.81,2.61,114.57,5.25,114.73
2021,11,15,2,0,0,0,0,0,0,0,20.2,91.77,2.39,114.97,5.14,115.16
2021,11,15,3,0,0,0,0,0,0,0,19.95,91.75,2.23,114.68,4.95,114.74
2021,11,15,4,0,0,0,0,0,0,0,19.74,91.76,2.13,113.36,4.79,113.35
2021,11,15,5,0,0,0,0,0,0,0,19.56,91.79,2.1,110.93,4.73,110.89
2021,11,15,6,49.1,76.35,43.84,35.59,2.93,0.02,0.05,20.09,91.85,2.66,109.02,4.59,109.08
2021,11,15,7,170.22,286.95,108.85,165.99,10.31,0.15,0.75,21.66,91.89,3.31,110.02,3.89,111.05
2021,11,15,8,351.19,496.83,186.78,292.08,21.52,0.49,2.5,23.5,91.93,2.94,108.77,3.32,109.8
2021,11,15,9,511.62,672.25,240.96,379.79,32.18,0.94,4.92,25.13,91.92,2.74,96.88,3.09,97.41
2021,11,15,10,524.15,791.17,314.25,259.52,34.66,1.16,6.15,26.16,91.84,2.72,86.22,3.08,86.8
2021,11,15,11,566.02,833.05,356.53,247.98,37.34,1.31,6.67,26.74,91.75,2.45,79.73,2.74,80.81
2021,11,15,12,484.95,799.42,327.21,192.82,31.05,1.06,5.55,27.15,91.66,2.04,68.44,2.23,69.91
2021,11,15,13,382.55,686.92,276.98,144.48,25.04,0.77,4.2,27.33,91.57,2.11,56.02,2.3,57.07
2021,11,15,14,328.62,502.4,210.94,200,20.62,0.5,2.58,27.07,91.51,2.43,55.08,2.71,56.04
2021,11,15,15,217.73,301.98,158.22,148.43,12.27,0.2,0.98,26.48,91.5,2.65,59.73,3.1,60.27
2021,11,15,16,74.23,104.42,61.66,66.19,4.12,0.02,0.12,25.5,91.53,2.39,62.6,3.59,62.82
2021,11,15,17,0,0,0,0,0,0,0,23.63,91.59,2.12,63.81,4.17,63.77
2021,11,15,18,0,0,0,0,0,0,0,22.55,91.66,2.22,65.87,4.96,65.94
2021,11,15,19,0,0,0,0,0,0,0,22.16,91.74,2.41,69.1,5.42,69.06
2021,11,15,20,0,0,0,0,0,0,0,21.94,91.79,2.7,72.14,5.63,72.04
2021,11,15,21,0,0,0,0,0,0,0,21.87,91.79,3.1,73.3,5.69,73.26
2021,11,15,22,0,0,0,0,0,0,0,21.84,91.75,3.43,74,5.98,74.08
2021,11,15,23,0,0,0,0,0,0,0,21.75,91.69,3.84,75.74,6.42,76.05
2021,11,16,0,0,0,0,0,0,0,0,21.58,91.64,4.26,77.19,6.84,77.6
2021,11,16,1,0,0,0,0,0,0,0,21.24,91.61,4.12,77.73,6.6,78.18
2021,11,16,2,0,0,0,0,0,0,0,20.82,91.58,3.67,82.16,6.07,82.6
2021,11,16,3,0,0,0,0,0,0,0,20.41,91.6,3.09,89.86,5.53,90
2021,11,16,4,0,0,0,0,0,0,0,20.1,91.64,2.76,95.53,5.36,95.6
2021,11,16,5,0,0,0,0,0,0,0,19.8,91.71,2.61,99.63,5.3,99.67
2021,11,16,6,61.82,86.35,47.82,96.1,3.48,0.02,0.08,19.99,91.78,3.07,104.42,5.03,104.12
2021,11,16,7,221.3,313.48,173.12,131.11,13.34,0.2,0.98,21.16,91.85,4,108.89,4.97,108.98
2021,11,16,8,390.36,528.92,279.66,197.52,24.72,0.58,2.92,22.8,91.91,4.28,111.28,5.08,111.75
2021,11,16,9,554,702.4,304.76,350.96,35.39,1.04,5.55,24.74,91.91,4.41,112.74,5.16,113.54
2021,11,16,10,686.17,816.98,437.86,307.96,43.53,1.44,7.67,26.3,91.86,4.53,115.42,5.3,116.23
2021,11,16,11,655.98,850.6,422.71,276.89,42.52,1.47,7.5,27.31,91.76,4.57,118.49,5.34,119.23
2021,11,16,12,621.87,812.15,400.15,271.72,40.19,1.34,7.05,27.69,91.65,4.54,121.5,5.31,122.08
2021,11,16,13,513.96,699.05,260.95,347.13,32.34,0.97,5.23,27.58,91.58,4.45,123.77,5.23,124.16
2021,11,16,14,329.27,527.7,243.52,146.1,20.12,0.49,2.55,27.15,91.54,4.13,127.78,4.91,127.96
2021,11,16,15,172.53,312.38,142.82,74.3,10.57,0.17,0.85,26.3,91.56,3.6,131.75,4.6,131.84
2021,11,16,16,51.12,108.5,43.27,41.52,2.95,0.02,0.08,25.07,91.62,2.8,133.87,4.41,133.92
2021,11,16,17,0,0,0,0,0,0,0,23.43,91.7,2.11,135,4.42,134.93
2021,11,16,18,0,0,0,0,0,0,0,22.62,91.78,2.13,138.12,4.74,137.94
2021,11,16,19,0,0,0,0,0,0,0,22.24,91.88,2.3,143.13,4.86,143.04
2021,11,16,20,0,0,0,0,0,0,0,21.98,91.93,2.33,147.32,4.75,147.15
2021,11,16,21,0,0,0,0,0,0,0,21.78,91.95,2.28,149.04,4.64,148.9
2021,11,16,22,0,0,0,0,0,0,0,21.61,91.93,2.2,150.71,4.6,150.52
2021,11,16,23,0,0,0,0,0,0,0,21.44,91.9,2.14,152.41,4.59,152.3
2021,11,17,0,0,0,0,0,0,0,0,21.18,91.85,1.92,152.91,4.32,152.88
2021,11,17,1,0,0,0,0,0,0,0,20.88,91.8,1.69,149.04,3.77,149.18
2021,11,17,2,0,0,0,0,0,0,0,20.62,91.77,1.61,140.91,3.45,140.98
2021,11,17,3,0,0,0,0,0,0,0,20.42,91.78,1.64,134.61,3.5,134.64
2021,11,17,4,0,0,0,0,0,0,0,20.28,91.82,1.68,133.49,3.68,133.36
2021,11,17,5,0,0,0,0,0,0,0,20.19,91.9,1.75,131.38,3.91,131.2
2021,11,17,6,54.96,82.95,47.23,53.83,3.14,0.02,0.05,20.55,91.99,2.27,124.18,4.21,124.49
2021,11,17,7,219.52,299.62,179.66,109.16,12.77,0.18,0.9,21.64,92.07,3.41,118.33,4.23,118.37
2021,11,17,8,403.18,514.12,243.46,286.21,24.46,0.55,2.77,23.06,92.13,4.03,113.78,4.85,114.13
2021,11,17,9,592.82,687.88,218.02,529.62,36.28,1.02,5.3,24.61,92.14,4.16,111.16,4.89,111.44
2021,11,17,10,586.2,795.23,309.16,344.65,37.67,1.22,6.42,25.82,92.09,4.1,107.88,4.78,108.2
2021,11,17,11,520.8,870.67,347.71,206.05,34.66,1.21,6.15,26.4,92,4.1,105.57,4.79,105.98
2021,11,17,12,393.97,832.67,238.34,191.2,27.76,0.94,4.9,26.58,91.91,4.35,102.56,5.12,103.06
2021,11,17,13,334.27,722.7,238.35,131.91,22.68,0.69,3.73,26.38,91.84,4.76,100.22,5.71,100.73
2021,11,17,14,294.11,549,226.6,115.29,18.81,0.45,2.35,26.15,91.81,5,96.19,6.11,96.75
2021,11,17,15,149.72,332.62,123.42,65.92,9.66,0.16,0.77,25.62,91.81,4.78,91.69,6.09,92.21
2021,11,17,16,51.82,122.3,44.78,37.38,3.08,0.02,0.08,24.5,91.86,3.98,87.08,5.78,87.21
2021,11,17,17,0,0,0,0,0,0,0,22.36,91.94,2.88,82.2,5.96,82.09
2021,11,17,18,0,0,0,0,0,0,0,21.27,92.04,3.33,80.54,6.47,80.4
2021,11,17,19,0,0,0,0,0,0,0,20.55,92.14,3.53,81.73,6.23,81.71
2021,11,17,20,0,0,0,0,0,0,0,19.87,92.19,2.9,83.03,5.62,83.05
2021,11,17,21,0,0,0,0,0,0,0,19.29,92.17,2.17,80.88,4.79,80.8
2021,11,17,22,0,0,0,0,0,0,0,18.93,92.08,1.77,77.99,3.63,78.06
2021,11,17,23,0,0,0,0,0,0,0,18.68,92.01,1.67,85.7,3.01,86.28
2021,11,18,0,0,0,0,0,0,0,0,18.38,91.96,1.96,93.66,3.97,94.06
2021,11,18,1,0,0,0,0,0,0,0,18.13,91.94,2.56,88.42,5.74,87.35
2021,11,18,2,0,0,0,0,0,0,0,17.92,91.9,2.75,82.01,6,81.92
2021,11,18,3,0,0,0,0,0,0,0,17.9,91.87,2.64,74.03,5.68,74.11
2021,11,18,4,0,0,0,0,0,0,0,18.12,91.89,2.48,62.87,5.44,63.03
2021,11,18,5,0,0,0,0,0,0,0,18.76,91.93,2.76,51.21,5.7,51.95
2021,11,18,6,13.68,79.02,12.59,7.72,0.93,0.01,0.02,19.54,91.98,3.59,39.52,6.15,40.41
2021,11,18,7,65.54,291.1,50.31,41.96,4.28,0.07,0.33,20.26,92.03,4.83,28.18,6.73,29.33
2021,11,18,8,136.65,507.62,108.08,51.43,9.51,0.23,1.17,20.45,92.06,5.78,25.91,7.56,27.04
2021,11,18,9,185.49,680.73,133.88,73.2,13.44,0.41,2.17,20.69,92.09,6,24.8,7.55,25.43
2021,11,18,10,197.81,792.73,144.3,66.76,14.72,0.5,2.65,20.83,92.02,5.87,18.53,7.37,19.32
2021,11,18,11,184.13,834.48,131.8,62.46,13.93,0.48,2.5,21.33,91.92,6.08,15.34,7.59,16.38
2021,11,18,12,173.41,804.7,118.83,67.23,12.98,0.45,2.35,21.67,91.85,6.41,18.39,8.03,19.72
2021,11,18,13,109.27,704.1,71.88,51.52,8.16,0.25,1.35,21.62,91.76,6.4,15.65,8.11,16.86
2021,11,18,14,88.91,538.15,62.04,45.99,6.34,0.16,0.83,21.56,91.7,6.18,10.56,7.84,11.74
2021,11,18,15,41.72,326.9,25.79,40.03,2.62,0.04,0.23,21.43,91.68,5.83,6.85,7.42,7.99
2021,11,18,16,14.09,116.77,7.84,33.24,0.69,0.01,0.02,21.01,91.67,5.43,2.39,7.3,3.5
2021,11,18,17,0,0,0,0,0,0,0,20.4,91.68,4.25,353.46,6.36,354.01
2021,11,18,18,0,0,0,0,0,0,0,20.22,91.72,4.33,348.14,6.84,349.81
2021,11,18,19,0,0,0,0,0,0,0,20.27,91.79,5.21,350.95,7.78,352.5
2021,11,18,20,0,0,0,0,0,0,0,20.29,91.82,5.89,351.76,8.57,353.35
2021,11,18,21,0,0,0,0,0,0,0,20.26,91.82,6.05,350.63,8.7,352.62
2021,11,18,22,0,0,0,0,0,0,0,20.19,91.77,6.15,349.16,8.8,351.27
2021,11,18,23,0,0,0,0,0,0,0,20.09,91.72,6.43,346.79,9.07,348.92
2021,11,19,0,0,0,0,0,0,0,0,20.01,91.64,6.68,345.43,9.29,347.37
2021,11,19,1,0,0,0,0,0,0,0,19.95,91.55,6.8,345.63,9.48,347.92
2021,11,19,2,0,0,0,0,0,0,0,19.86,91.48,7.1,346.38,9.78,347.5
2021,11,19,3,0,0,0,0,0,0,0,19.73,91.42,6.76,341.61,9.37,342.59
2021,11,19,4,0,0,0,0,0,0,0,19.69,91.4,6.95,337.88,9.57,338.9
2021,11,19,5,0,0,0,0,0,0,0,19.76,91.43,6.96,339.23,9.48,340.04
2021,11,19,6,14.45,73.85,13.56,6.4,1.01,0.01,0.02,19.93,91.5,6.54,344.2,9,345.11
2021,11,19,7,68.69,285.98,53.84,41.19,4.24,0.06,0.33,20.33,91.57,6.49,354.54,8.59,356.19
2021,11,19,8,142.25,509.05,112.03,54.62,9.71,0.23,1.2,21.15,91.62,6.6,5.3,8.47,6.52
2021,11,19,9,218.75,687.1,163.27,78.95,15.77,0.48,2.62,22.62,91.6,8.14,12.36,10.23,14.64
2021,11,19,10,272.43,804.4,196,95.66,19.53,0.66,3.55,23.83,91.52,8.24,16.97,10.37,19.46
2021,11,19,11,212.82,845.85,157.03,66.77,16.09,0.56,2.88,24.36,91.42,7.83,24.08,9.91,25.84
2021,11,19,12,257.3,812.27,174.25,102.55,18.66,0.64,3.35,24.48,91.32,6.99,29.66,8.82,30.68
2021,11,19,13,275.41,711.3,203.23,99.73,19.54,0.62,3.35,24.52,91.24,6.09,34.44,7.64,35.56
2021,11,19,14,117.78,548.08,85.35,55.62,8.46,0.22,1.1,24.52,91.2,5.37,39.99,6.75,41.2
2021,11,19,15,131.1,338.25,109.95,53.25,8.78,0.16,0.75,24.35,91.19,4.63,40.35,5.88,41.23
2021,11,19,16,58.84,124.38,47.54,60.31,3.16,0.02,0.1,23.87,91.2,4.06,37.42,5.71,37.72
2021,11,19,17,0,0,0,0,0,0,0,22.44,91.26,2.92,37.82,5.88,38.36
2021,11,19,18,0,0,0,0,0,0,0,21.8,91.36,3.01,44.79,6.25,45.3
2021,11,19,19,0,0,0,0,0,0,0,21.73,91.44,3.35,52.49,6.4,53.38
2021,11,19,20,0,0,0,0,0,0,0,21.43,91.49,3.15,62.86,6.17,63.21
2021,11,19,21,0,0,0,0,0,0,0,21.05,91.52,2.83,71.82,5.8,71.96
2021,11,19,22,0,0,0,0,0,0,0,20.8,91.5,2.79,80.48,5.69,81.31
2021,11,19,23,0,0,0,0,0,0,0,20.67,91.47,3.02,97.27,5.98,98.26
2021,11,20,0,0,0,0,0,0,0,0,20.52,91.45,3.3,113.11,6.21,113.82
2021,11,20,1,0,0,0,0,0,0,0,20.33,91.41,3.51,119.76,6.33,119.98
2021,11,20,2,0,0,0,0,0,0,0,20.13,91.38,3.43,116.51,6.27,116.57
2021,11,20,3,0,0,0,0,0,0,0,19.87,91.39,3.06,109.41,5.91,109.61
2021,11,20,4,0,0,0,0,0,0,0,19.7,91.44,2.97,105.39,5.84,105.99
2021,11,20,5,0,0,0,0,0,0,0,19.63,91.51,3.15,104.38,6.19,105.37
2021,11,20,6,49.8,75.3,46.67,22.85,2.94,0.02,0.05,20.11,91.6,4.28,106.88,6.74,107.68
2021,11,20,7,181.12,292.62,149.02,89.59,11.02,0.16,0.8,21.26,91.67,5.22,106.35,6.81,107.71
2021,11,20,8,347.27,511.05,271.82,136.99,21.62,0.5,2.55,22.87,91.73,6.07,105.07,7.5,105.96
2021,11,20,9,392.74,683.75,287.1,150.87,25.63,0.77,4.12,24.62,91.74,6.34,101.38,7.71,102.22
2021,11,20,10,389.57,796.95,279.71,137.9,26.42,0.88,4.73,25.96,91.7,6.23,98.29,7.51,99.16
2021,11,20,11,423.11,837.12,313.39,131.65,28.98,1.02,5.15,26.77,91.62,5.97,96.24,7.13,97.12
2021,11,20,12,359.54,805.9,255.38,128.91,24.89,0.85,4.48,27.08,91.54,5.74,94.92,6.88,95.8
2021,11,20,13,355.34,700.77,267.3,121.9,23.52,0.73,3.92,26.72,91.46,5.38,93.25,6.56,93.82
2021,11,20,14,239.88,535.98,188.63,88.09,15.91,0.4,2.02,25.74,91.43,4.67,88.85,5.95,89.1
2021,11,20,15,115.8,327.65,94.55,53.58,7.63,0.12,0.62,24.78,91.43,3.94,78.8,5.16,78.83
2021,11,20,16,54,117.42,47.29,35.88,3.05,0.02,0.1,23.94,91.45,2.94,59.27,4.35,58.65
2021,11,20,17,0,0,0,0,0,0,0,23.19,91.46,2.37,34.27,4.45,33.47
2021,11,20,18,0,0,0,0,0,0,0,22.87,91.48,2.6,18.6,4.87,17.07
2021,11,20,19,0,0,0,0,0,0,0,22.54,91.5,2.27,12.55,4.51,9.58
2021,11,20,20,0,0,0,0,0,0,0,22.33,91.5,1.44,27.54,2.38,23.2
2021,11,20,21,0,0,0,0,0,0,0,21.75,91.54,1.56,144.96,2.98,152.49
2021,11,20,22,0,0,0,0,0,0,0,21.21,91.64,5.32,175.7,7.48,176.35
2021,11,20,23,0,0,0,0,0,0,0,20.44,91.75,6.23,194.68,8.47,195.07
2021,11,21,0,0,0,0,0,0,0,0,19.91,91.79,7.27,215.33,9.78,215.63
2021,11,21,1,0,0,0,0,0,0,0,19.33,91.76,7.23,223.69,9.83,224.03
2021,11,21,2,0,0,0,0,0,0,0,18.94,91.73,6.03,225.21,8.51,225.71
2021,11,21,3,0,0,0,0,0,0,0,18.69,91.7,4.77,226.79,7.19,227.11
2021,11,21,4,0,0,0,0,0,0,0,18.55,91.72,3.83,227.73,6.26,227.99
2021,11,21,5,0,0,0,0,0,0,0,18.35,91.77,2.87,226.98,5.55,227.34
2021,11,21,6,64.34,74.73,57.66,49.52,3.66,0.02,0.08,18.67,91.84,2.62,228.51,4.69,229.25
2021,11,21,7,236.8,290.2,141.62,267.35,13.47,0.18,0.9,20.26,91.92,2.99,240.96,3.73,241.98
2021,11,21,8,417.21,508.77,241.07,321.26,25.12,0.55,2.8,22.21,91.99,2.86,256.72,3.47,257.53
2021,11,21,9,525.21,678.23,281.3,349.56,33.15,0.95,5.05,24.22,92.03,2.52,268.76,2.92,268.93
2021,11,21,10,631.89,789.55,265.09,461.8,40.25,1.3,6.9,25.96,92.02,1.39,273.54,1.52,272.07
2021,11,21,11,588.85,797.25,374.09,258.36,37.77,1.27,6.55,27.42,91.96,0.41,186.58,0.53,180.84
2021,11,21,12,528.39,763.65,371.6,194.49,32.62,1.07,5.65,28.11,91.88,1.45,137.62,1.69,138.74
2021,11,21,13,387.05,656.65,286.55,139.45,24.36,0.73,3.95,28.19,91.8,2.31,132.53,2.67,133.34
2021,11,21,14,215.7,492.27,172.24,74.82,14.01,0.34,1.75,27.81,91.76,2.64,129.72,3.14,130.15
2021,11,21,15,119.81,290.8,99.77,50.64,7.53,0.12,0.6,27.35,91.78,2.69,125.17,3.38,125.41
2021,11,21,16,48.98,103.67,42.77,33.19,2.92,0.02,0.08,25.96,91.83,2.54,123.35,3.82,123.5
2021,11,21,17,0,0,0,0,0,0,0,23.27,91.9,2.35,124.43,4.56,124.67
2021,11,21,18,0,0,0,0,0,0,0,21.78,91.98,2.55,127.15,5.58,127.66
2021,11,21,19,0,0,0,0,0,0,0,20.98,92.07,2.78,130.78,6.23,130.78
2021,11,21,20,0,0,0,0,0,0,0,20.3,92.13,2.85,135.56,6.31,135.5
2021,11,21,21,0,0,0,0,0,0,0,19.75,92.16,2.76,140.28,6.11,140.14
2021,11,21,22,0,0,0,0,0,0,0,19.29,92.15,2.58,142.99,5.78,142.85
2021,11,21,23,0,0,0,0,0,0,0,18.97,92.12,2.32,144.6,5.23,144.55
2021,11,22,0,0,0,0,0,0,0,0,18.58,92.07,2.05,146.49,4.46,146.42
2021,11,22,1,0,0,0,0,0,0,0,18.22,92.03,1.85,148.79,3.5,148.97
2021,11,22,2,0,0,0,0,0,0,0,18.24,92.01,1.51,151.98,2.54,152.09
2021,11,22,3,0,0,0,0,0,0,0,18.44,92.01,1.15,151.51,1.75,152.29
2021,11,22,4,0,0,0,0,0,0,0,18.45,92.04,0.84,138.76,1.24,139.36
2021,11,22,5,0,0,0,0,0,0,0,18.32,92.1,0.87,107.14,1.28,107.44
2021,11,22,6,38.12,74.2,30.73,55.89,2.21,0.01,0.05,18.57,92.17,1.19,86.24,1.92,85.8
2021,11,22,7,170.04,288.83,110.4,168.64,10.42,0.14,0.67,20.36,92.24,2.18,75.72,2.59,75.12
2021,11,22,8,329.98,506.4,209.09,221.46,20.95,0.47,2.33,22.48,92.28,3.18,65.45,3.76,65.3
2021,11,22,9,494.38,682.4,305.8,271.2,31.98,0.91,4.83,24.08,92.28,3.71,61.27,4.32,62.04
2021,11,22,10,559.98,797.17,291.31,339.24,36.73,1.19,6.27,25.21,92.22,3.84,61.3,4.43,62.49
2021,11,22,11,624.96,854.6,333.77,351.19,41.56,1.41,7.25,25.91,92.12,3.79,62.54,4.35,64.03
2021,11,22,12,575.27,825.1,316.51,321.7,37.66,1.24,6.58,26.25,92.01,3.66,64.75,4.21,66.34
2021,11,22,13,499.25,715.1,310.16,262.88,32.87,0.97,5.2,26.32,91.92,3.51,68.01,4.03,69.56
2021,11,22,14,408.49,545.7,227.84,311.6,25.39,0.59,3,26.19,91.88,3.41,71.32,3.97,72.6
2021,11,22,15,237.13,335.98,147.64,226.42,14.12,0.22,1.08,25.69,91.88,3.19,74.23,3.96,74.78
2021,11,22,16,83.86,125.52,69.19,78.6,4.67,0.02,0.12,24.58,91.91,2.55,75.07,4,75.28
2021,11,22,17,0,0,0,0,0,0,0,22.98,91.96,2,76.45,4.28,76.5
2021,11,22,18,0,0,0,0,0,0,0,22.26,92.03,2.1,80.15,4.75,80.35
2021,11,22,19,0,0,0,0,0,0,0,21.93,92.1,2.19,85.3,4.93,85.55
2021,11,22,20,0,0,0,0,0,0,0,21.53,92.16,2.16,91.24,4.88,91.47
2021,11,22,21,0,0,0,0,0,0,0,21.1,92.17,2.15,96.69,4.82,96.79
2021,11,22,22,0,0,0,0,0,0,0,20.69,92.15,2.04,99.93,4.59,99.99
2021,11,22,23,0,0,0,0,0,0,0,20.36,92.12,1.92,101.72,4.31,101.62
2021,11,23,0,0,0,0,0,0,0,0,20.12,92.07,1.82,101.41,4.01,101.46
2021,11,23,1,0,0,0,0,0,0,0,19.87,92.01,1.76,100.46,3.76,100.28
2021,11,23,2,0,0,0,0,0,0,0,19.67,91.97,1.72,98.9,3.46,98.82
2021,11,23,3,0,0,0,0,0,0,0,19.56,91.96,1.64,94.09,3.15,94.13
2021,11,23,4,0,0,0,0,0,0,0,19.48,91.99,1.58,86.88,2.89,86.74
2021,11,23,5,0,0,0,0,0,0,0,19.37,92.05,1.54,80.97,2.73,81.1
2021,11,23,6,72.34,73.05,52.12,155.48,3.66,0.02,0.05,19.83,92.14,1.5,77.34,2.7,77.13
2021,11,23,7,286.81,290.65,114.02,491.82,14.86,0.19,0.92,21.24,92.21,2.26,72.26,2.73,72.14
2021,11,23,8,506.91,510.55,128.05,697.18,28.8,0.6,2.98,22.58,92.26,2.57,64.45,3.01,64.5
2021,11,23,9,676.08,687.65,143.3,768.88,40.64,1.11,5.65,24.19,92.24,3.15,57.89,3.67,58.24
2021,11,23,10,778.52,803.52,137.44,811.84,48.1,1.5,7.88,25.5,92.18,3.65,55.29,4.23,56.07
2021,11,23,11,832.8,859.35,173.16,797.54,52.41,1.73,9.12,26.37,92.07,3.94,54.86,4.54,55.87
2021,11,23,12,743.79,829.17,232.4,637.15,47.23,1.52,8.02,26.85,91.97,4.08,54.51,4.7,55.49
2021,11,23,13,598.31,726.35,175.23,589.3,37.55,1.09,5.62,26.95,91.88,4.13,55.32,4.79,56.18
2021,11,23,14,447.55,560,195.92,434.73,27.2,0.63,3.17,26.89,91.83,4.12,56.22,4.82,57.03
2021,11,23,15,270.66,346.05,106.62,415.58,15.07,0.22,1.1,26.49,91.83,3.98,55.97,4.91,56.61
2021,11,23,16,113.55,128.05,67.02,249.43,5.59,0.03,0.15,25.44,91.87,3.3,54.84,5.07,54.99
2021,11,23,17,0,0,0,0,0,0,0,23.3,91.92,2.49,54.71,5.51,54.76
2021,11,23,18,0,0,0,0,0,0,0,22.43,92,2.67,59.24,6.1,59.2
2021,11,23,19,0,0,0,0,0,0,0,21.92,92.08,2.77,66.04,6.27,66.02
2021,11,23,20,0,0,0,0,0,0,0,21.2,92.14,2.69,75.72,6.07,75.77
2021,11,23,21,0,0,0,0,0,0,0,20.59,92.16,2.57,86.69,5.78,86.75
2021,11,23,22,0,0,0,0,0,0,0,20.01,92.14,2.45,97.69,5.48,97.62
2021,11,23,23,0,0,0,0,0,0,0,19.49,92.11,2.36,108.56,5.22,108.52
2021,11,24,0,0,0,0,0,0,0,0,19.3,92.05,2.27,116.57,4.87,116.61
2021,11,24,1,0,0,0,0,0,0,0,19.24,91.99,2.19,123.35,4.45,123.33
2021,11,24,2,0,0,0,0,0,0,0,19.02,91.95,1.91,128.04,4.05,128.11
2021,11,24,3,0,0,0,0,0,0,0,18.75,91.93,1.7,129.97,3.73,129.82
2021,11,24,4,0,0,0,0,0,0,0,18.51,91.96,1.59,130.2,3.47,130.07
2021,11,24,5,0,0,0,0,0,0,0,18.3,92.02,1.56,128.48,3.29,128.15
2021,11,24,6,64.86,67.65,59.4,42.75,3.62,0.02,0.08,18.67,92.1,1.77,124.04,3.16,124.52
2021,11,24,7,270.34,284.73,134.11,390.34,14.12,0.17,0.85,19.99,92.19,2.26,116.65,2.59,115.79
2021,11,24,8,495.67,501.33,156.78,626.44,27.67,0.57,2.8,22.11,92.23,2.38,93.76,2.85,91.73
2021,11,24,9,636.39,676.23,195.68,638.23,37.84,1.02,5.23,24.72,92.23,3.54,76.61,4.38,76.39
2021,11,24,10,598.2,795.38,366.77,293.92,37.32,1.19,6.38,26.23,92.17,4.16,69.76,4.98,70.09
2021,11,24,11,623.52,818.7,426.72,238.52,37.84,1.25,6.45,27.02,92.07,4.24,67.26,4.97,67.83
